,Metadata_plate_map_name,Metadata_control_type,Metadata_broad_sample,Metadata_mg_per_ml,Metadata_mmoles_per_liter,Metadata_solvent,Metadata_BRD ID,Metadata_BRD with batch,Metadata_Common Name,Metadata_MoA,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Object_Count,Metadata_batch,p_value,average_precision
303,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122248,M16,9,4244,4244,4244,4244,2023_05_17_Batch3,9.999000099990002e-05,
304,S-C-7314-04-CMP-001,trt,BRD-K83192048-050-01-9,2.0425,5.0,DMSO,K83192048,BRD-K83192048-050-03-5,dimethindene-(S)-(+),acetylcholine receptor antagonist,BR00122248,M17,9,4063,4063,4063,4063,2023_05_17_Batch3,0.14528547145285473,0.3611111111111111
305,S-C-7314-04-CMP-001,trt,BRD-K98251413-001-07-9,1.7617,5.0,DMSO,K98251413,BRD-K98251413-001-04-0,IOX2,hypoxia inducible factor inhibitor,BR00122248,M18,9,3944,3944,3944,3944,2023_05_17_Batch3,0.22397760223977603,0.2686868686868687
306,S-C-7314-04-CMP-001,trt,BRD-A53576514-048-02-8,2.3075,5.0,DMSO,A53576514,BRD-A53576514-048-14-3,orphenadrine,acetylcholine receptor antagonist,BR00122248,M19,9,3908,3908,3908,3908,2023_05_17_Batch3,0.6020397960203979,0.14267676767676765
307,S-C-7314-04-CMP-001,trt,BRD-K25433859-003-03-1,1.5693,5.0,DMSO,K25433859,BRD-K25433859-003-23-9,maprotiline,tricyclic antidepressant,BR00122248,M20,9,3850,3850,3850,3850,2023_05_17_Batch3,0.08559144085591441,0.44152046783625726
308,S-C-7314-04-CMP-001,trt,BRD-K93942811-001-03-9,1.9224,5.0,DMSO,K93942811,BRD-K93942811-001-01-3,ML-323,ubiquitin specific protease inhibitor,BR00122248,M21,9,3443,3443,3443,3443,2023_05_17_Batch3,9.999000099990002e-05,1.0
309,S-C-7314-04-CMP-001,trt,BRD-K85606544-001-07-5,2.7852,5.0,DMSO,K85606544,BRD-K85606544-001-09-1,neratinib,EGFR inhibitor,BR00122248,M22,9,1882,1882,1882,1882,2023_05_17_Batch3,0.0005999400059994001,0.8666666666666667
310,S-C-7314-04-CMP-001,trt,BRD-K70446295-001-04-9,1.9172,5.0,DMSO,K70446295,BRD-K70446295-001-01-7,EPZ015666,protein arginine N-methyltransferase inhibitor,BR00122248,M23,9,3514,3514,3514,3514,2023_05_17_Batch3,0.1376862313768623,0.3833333333333333
311,S-C-7314-04-CMP-001,trt,BRD-K72898849-001-03-9,2.5469,5.0,DMSO,K72898849,BRD-K72898849-001-01-8,BLU9931,FGFR inhibitor,BR00122248,M24,9,2227,2227,2227,2227,2023_05_17_Batch3,9.999000099990002e-05,1.0
312,S-C-7314-04-CMP-001,trt,BRD-K70578146-001-13-9,0.16697,0.133,DMSO,K70578146,BRD-K70578146-001-09-1,DACTINOMYCIN,Apoptosis inducer (transcription inhibitor),BR00122248,N01,9,226,226,226,226,2023_05_17_Batch3,9.999000099990002e-05,1.0
313,S-C-7314-04-CMP-001,trt,BRD-K12511835-003-03-9,1.6309,5.0,DMSO,K12511835,BRD-K12511835-003-01-2,BMS-863233,CDC inhibitor,BR00122248,N02,9,2843,2843,2843,2843,2023_05_17_Batch3,9.999000099990002e-05,1.0
314,S-C-7314-04-CMP-001,trt,BRD-K57080016-001-19-1,2.2884,5.0,DMSO,K57080016,BRD-K57080016-001-01-9,selumetinib,MEK inhibitor,BR00122248,N03,9,3361,3361,3361,3361,2023_05_17_Batch3,9.999000099990002e-05,1.0
315,S-C-7314-04-CMP-001,trt,BRD-K33818169-003-04-6,3.0926,5.0,DMSO,K33818169,BRD-K33818169-003-04-6,GW-3965,LXR agonist,BR00122248,N04,9,3709,3709,3709,3709,2023_05_17_Batch3,0.012998700129987,0.6555555555555556
316,S-C-7314-04-CMP-001,trt,BRD-K53665955-001-05-9,2.3097,5.0,DMSO,K53665955,BRD-K53665955-001-03-0,MK-5108,Aurora kinase inhibitor,BR00122248,N05,9,2764,2764,2764,2764,2023_05_17_Batch3,9.999000099990002e-05,1.0
317,S-C-7314-04-CMP-001,trt,BRD-K94455792-001-01-8,2.7432,5.0,DMSO,K94455792,BRD-K94455792-001-01-8,ICG-001,beta-catenin inhibitor,BR00122248,N06,9,2732,2732,2732,2732,2023_05_17_Batch3,9.999000099990002e-05,1.0
318,S-C-7314-04-CMP-001,trt,BRD-K30707190-001-06-9,1.6017,5.0,DMSO,K30707190,BRD-K30707190-001-04-1,PNU-74654,beta-catenin inhibitor,BR00122248,N07,9,3667,3667,3667,3667,2023_05_17_Batch3,0.5075492450754925,0.16053391053391053
319,S-C-7314-04-CMP-001,trt,BRD-K02965346-001-01-8,2.8404,5.0,DMSO,K02965346,BRD-K02965346-001-07-5,SU-11274,hepatocyte growth factor receptor inhibitor,BR00122248,N08,9,1927,1927,1927,1927,2023_05_17_Batch3,9.999000099990002e-05,1.0
320,S-C-7314-04-CMP-001,trt,BRD-K28936863-051-14-0,2.1275,5.0,DMSO,K28936863,BRD-K28936863-051-32-2,ketotifen,phosphodiesterase inhibitor,BR00122248,N09,9,3932,3932,3932,3932,2023_05_17_Batch3,0.21877812218778123,0.27272727272727276
321,S-C-7314-04-CMP-001,trt,BRD-K04923131-001-17-9,1.7809,5.0,DMSO,K04923131,BRD-K04923131-001-15-4,GSK-3-inhibitor-IX,glycogen synthase kinase inhibitor,BR00122248,N10,9,1835,1835,1835,1835,2023_05_17_Batch3,9.999000099990002e-05,1.0
322,S-C-7314-04-CMP-001,trt,BRD-K09372874-001-02-9,2.2623,5.0,DMSO,K09372874,BRD-K09372874-001-01-0,merimepodib,inosine monophosphate dehydrogenase inhibitor,BR00122248,N11,9,1522,1522,1522,1522,2023_05_17_Batch3,9.999000099990002e-05,1.0
323,S-C-7314-04-CMP-001,trt,BRD-K97452254-001-02-9,2.3578,5.0,DMSO,K97452254,BRD-K97452254-001-01-3,AMG-925,CDK inhibitor,BR00122248,N12,9,2195,2195,2195,2195,2023_05_17_Batch3,9.999000099990002e-05,1.0
324,S-C-7314-04-CMP-001,trt,BRD-K66430217-001-05-9,1.6909,5.0,DMSO,K66430217,BRD-K66430217-001-03-8,KH-CB19,CDC inhibitor,BR00122248,N13,9,3740,3740,3740,3740,2023_05_17_Batch3,0.3538646135386461,0.2035714285714286
325,S-C-7314-04-CMP-001,trt,BRD-M87138257-003-01-1,2.3499,5.0,DMSO,M87138257,BRD-M87138257-003-01-1,acriflavine,hypoxia inducible factor inhibitor,BR00122248,N14,9,94,94,94,94,2023_05_17_Batch3,9.999000099990002e-05,1.0
326,S-C-7314-04-CMP-001,trt,BRD-K01826510-001-09-9,1.8745,5.0,DMSO,K01826510,BRD-K01826510-300-06-9,hydroxyzine,antihistamine,BR00122248,N15,9,3934,3934,3934,3934,2023_05_17_Batch3,0.7064293570642936,0.1253968253968254
327,S-C-7314-04-CMP-001,trt,BRD-K62391742-001-19-9,4.3422,5.0,DMSO,K62391742,BRD-K62391742-001-03-0,venetoclax,BCL inhibitor,BR00122248,N16,9,3355,3355,3355,3355,2023_05_17_Batch3,0.00029997000299970003,0.9166666666666666
328,S-C-7314-04-CMP-001,trt,BRD-K82164249-001-03-5,2.2068,5.0,DMSO,K82164249,BRD-K82164249-001-03-5,andarine,androgen receptor modulator,BR00122248,N17,9,3831,3831,3831,3831,2023_05_17_Batch3,0.5109489051094891,0.15961538461538463
329,S-C-7314-04-CMP-001,trt,BRD-K68756823-001-12-9,1.6367,5.0,DMSO,K68756823,BRD-K68756823-001-07-1,FR-180204,MAP kinase inhibitor,BR00122248,N18,9,3656,3656,3656,3656,2023_05_17_Batch3,0.3350664933506649,0.21160130718954248
330,S-C-7314-04-CMP-001,trt,BRD-K06182768-001-02-3,1.6472,5.0,DMSO,K06182768,BRD-K06182768-001-06-4,A-366,histone lysine methyltransferase inhibitor,BR00122248,N19,9,3845,3845,3845,3845,2023_05_17_Batch3,0.38376162383761625,0.19345238095238093
331,S-C-7314-04-CMP-001,trt,BRD-K67772619-001-06-9,1.4213,5.0,DMSO,K67772619,BRD-K67772619-001-05-1,rheochrysidin,protein tyrosine kinase inhibitor,BR00122248,N20,9,3790,3790,3790,3790,2023_05_17_Batch3,0.20237976202379762,0.28444444444444444
332,S-C-7314-04-CMP-001,trt,BRD-K88677950-001-04-9,2.3812,5.0,DMSO,K88677950,BRD-K88677950-001-03-9,PD-198306,MAP kinase inhibitor,BR00122248,N21,9,3269,3269,3269,3269,2023_05_17_Batch3,9.999000099990002e-05,1.0
333,S-C-7314-04-CMP-001,trt,BRD-K70446295-001-04-9,1.9172,5.0,DMSO,K70446295,BRD-K70446295-001-01-7,EPZ015666,protein arginine N-methyltransferase inhibitor,BR00122248,N22,9,3544,3544,3544,3544,2023_05_17_Batch3,0.0022997700229977,0.7916666666666666
334,S-C-7314-04-CMP-001,trt,BRD-K25611237-001-09-9,1.7471,5.0,DMSO,K25611237,BRD-K25611237-001-02-1,ML324,histone lysine demethylase inhibitor,BR00122248,N23,9,3289,3289,3289,3289,2023_05_17_Batch3,0.00029997000299970003,0.9166666666666666
335,S-C-7314-04-CMP-001,trt,BRD-A87435144-001-01-6,2.3944,5.0,DMSO,A87435144,BRD-A87435144-001-01-6,AZD7545,pyruvate dehydrogenase kinase inhibitor,BR00122248,N24,9,3371,3371,3371,3371,2023_05_17_Batch3,0.0221977802219778,0.5888888888888889
336,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122248,O01,9,3295,3295,3295,3295,2023_05_17_Batch3,9.999000099990002e-05,
337,S-C-7314-04-CMP-001,trt,BRD-K70578146-001-13-9,0.16697,0.133,DMSO,K70578146,BRD-K70578146-001-09-1,DACTINOMYCIN,Apoptosis inducer (transcription inhibitor),BR00122248,O02,9,227,227,227,227,2023_05_17_Batch3,9.999000099990002e-05,1.0
338,S-C-7314-04-CMP-001,trt,BRD-K24600306-003-02-9,2.3445,5.0,DMSO,K24600306,BRD-K24600306-003-02-9,ML-298,phospholipase inhibitor,BR00122248,O03,9,3378,3378,3378,3378,2023_05_17_Batch3,0.5908409159084091,0.14477124183006537
339,S-C-7314-04-CMP-001,trt,BRD-A12994259-001-11-9,1.3662,5.0,DMSO,A12994259,BRD-A12994259-001-02-1,pomalidomide,tumor necrosis factor production inhibitor,BR00122248,O04,9,3660,3660,3660,3660,2023_05_17_Batch3,0.5225477452254774,0.15776397515527948
340,S-C-7314-04-CMP-001,trt,BRD-K87632963-001-05-9,2.0918,5.0,DMSO,K87632963,BRD-K87632963-001-05-9,GNF-5,Bcr-Abl kinase inhibitor,BR00122248,O05,9,3347,3347,3347,3347,2023_05_17_Batch3,9.999000099990002e-05,1.0
341,S-C-7314-04-CMP-001,trt,BRD-K64881305-001-07-9,2.5853,5.0,DMSO,K64881305,BRD-K64881305-001-05-2,ispinesib,kinesin inhibitor,BR00122248,O06,9,550,550,550,550,2023_05_17_Batch3,9.999000099990002e-05,1.0
342,S-C-7314-04-CMP-001,trt,BRD-K25611237-001-09-9,1.7471,5.0,DMSO,K25611237,BRD-K25611237-001-02-1,ML324,histone lysine demethylase inhibitor,BR00122248,O07,9,3172,3172,3172,3172,2023_05_17_Batch3,0.0226977302269773,0.5555555555555555
343,S-C-7314-04-CMP-001,trt,BRD-K17953061-001-05-1,0.012596,0.027,DMSO,K17953061,BRD-K17953061-001-14-3,Staurosporine,Apoptosis inducer (ATP-competitive kinase inhibitor),BR00122248,O08,9,868,868,868,868,2023_05_17_Batch3,9.999000099990002e-05,1.0
344,S-C-7314-04-CMP-001,trt,BRD-K30707190-001-06-9,1.6017,5.0,DMSO,K30707190,BRD-K30707190-001-04-1,PNU-74654,beta-catenin inhibitor,BR00122248,O09,9,3351,3351,3351,3351,2023_05_17_Batch3,0.4273572642735726,0.18055555555555555
345,S-C-7314-04-CMP-001,trt,BRD-K70446295-001-04-9,1.9172,5.0,DMSO,K70446295,BRD-K70446295-001-01-7,EPZ015666,protein arginine N-methyltransferase inhibitor,BR00122248,O10,9,3215,3215,3215,3215,2023_05_17_Batch3,0.0027997200279972004,0.75
346,S-C-7314-04-CMP-001,trt,BRD-K06883221-001-02-9,2.0725,5.0,DMSO,K06883221,BRD-K06883221-001-01-9,apratastat,tumor necrosis factor production inhibitor,BR00122248,O11,9,3342,3342,3342,3342,2023_05_17_Batch3,0.5883411658834117,0.14493464052287583
347,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122248,O12,9,3580,3580,3580,3580,2023_05_17_Batch3,9.999000099990002e-05,
348,S-C-7314-04-CMP-001,trt,BRD-A22769835-300-05-7,1.9389,5.0,DMSO,A22769835,BRD-A22769835-300-05-7,homochlorcyclizine,antihistamine,BR00122248,O13,9,3518,3518,3518,3518,2023_05_17_Batch3,0.3274672532746725,0.2158119658119658
349,S-C-7314-04-CMP-001,trt,BRD-K12737986-001-01-4,1.2215,5.0,DMSO,K12737986,BRD-K12737986-001-01-4,veliparib,PARP inhibitor,BR00122248,O14,9,3191,3191,3191,3191,2023_05_17_Batch3,0.7032296770322968,0.12633689839572193
350,S-C-7314-04-CMP-001,trt,BRD-K33818169-003-04-6,3.0926,5.0,DMSO,K33818169,BRD-K33818169-003-04-6,GW-3965,LXR agonist,BR00122248,O15,9,3550,3550,3550,3550,2023_05_17_Batch3,0.00019998000199980003,0.9166666666666666
351,S-C-7314-04-CMP-001,trt,BRD-K68756823-001-12-9,1.6367,5.0,DMSO,K68756823,BRD-K68756823-001-07-1,FR-180204,MAP kinase inhibitor,BR00122248,O16,9,3469,3469,3469,3469,2023_05_17_Batch3,0.206979302069793,0.27609427609427606
352,S-C-7314-04-CMP-001,trt,BRD-K56932272-001-02-9,2.4378,5.0,DMSO,K56932272,BRD-K56932272-001-02-9,BMS-566419,inosine monophosphate dehydrogenase inhibitor,BR00122248,O17,9,2110,2110,2110,2110,2023_05_17_Batch3,9.999000099990002e-05,1.0
353,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122248,O18,9,3686,3686,3686,3686,2023_05_17_Batch3,9.999000099990002e-05,
354,S-C-7314-04-CMP-001,trt,BRD-A87435144-001-01-6,2.3944,5.0,DMSO,A87435144,BRD-A87435144-001-01-6,AZD7545,pyruvate dehydrogenase kinase inhibitor,BR00122248,O19,9,3121,3121,3121,3121,2023_05_17_Batch3,0.00019998000199980003,0.9166666666666666
355,S-C-7314-04-CMP-001,trt,BRD-K16803204-001-02-9,2.1275,5.0,DMSO,K16803204,BRD-K16803204-001-01-6,filgotinib,JAK inhibitor,BR00122248,O20,9,3389,3389,3389,3389,2023_05_17_Batch3,0.29127087291270876,0.2333333333333333
356,S-C-7314-04-CMP-001,trt,BRD-K13094524-001-10-9,1.7369,5.0,DMSO,K13094524,BRD-K13094524-001-04-2,PFI-1,bromodomain inhibitor,BR00122248,O21,9,3143,3143,3143,3143,2023_05_17_Batch3,9.999000099990002e-05,1.0
357,S-C-7314-04-CMP-001,trt,BRD-K86118762-001-05-9,2.1075,5.0,DMSO,K86118762,BRD-K86118762-001-08-9,linsitinib,IGF-1 inhibitor,BR00122248,O22,9,2783,2783,2783,2783,2023_05_17_Batch3,9.999000099990002e-05,1.0
358,S-C-7314-04-CMP-001,trt,BRD-K73982490-001-04-9,1.8969,5.0,DMSO,K73982490,BRD-K73982490-001-02-9,BI-78D3,JNK inhibitor,BR00122248,O23,9,3243,3243,3243,3243,2023_05_17_Batch3,0.9463053694630537,0.09125656951743909
359,S-C-7314-04-CMP-001,trt,BRD-K99113996-001-02-0,2.3127,5.0,DMSO,K99113996,BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,BR00122248,O24,9,1347,1347,1347,1347,2023_05_17_Batch3,9.999000099990002e-05,1.0
360,S-C-7314-04-CMP-001,trt,BRD-K32730239-001-03-9,1.3065,5.0,DMSO,K32730239,BRD-K32730239-001-01-0,SU3327,JNK inhibitor,BR00122248,P01,9,2654,2654,2654,2654,2023_05_17_Batch3,0.18518148185181482,0.29914529914529914
361,S-C-7314-04-CMP-001,trt,BRD-K54955827-001-03-9,1.6019,5.0,DMSO,K54955827,BRD-K54955827-001-02-2,niraparib,PARP inhibitor,BR00122248,P02,9,1666,1666,1666,1666,2023_05_17_Batch3,9.999000099990002e-05,1.0
362,S-C-7314-04-CMP-001,trt,BRD-K19477839-001-10-9,1.797,5.0,DMSO,K19477839,BRD-K19477839-001-07-6,SGX523,hepatocyte growth factor receptor inhibitor,BR00122248,P03,9,3276,3276,3276,3276,2023_05_17_Batch3,0.261973802619738,0.24707602339181287
363,S-C-7314-04-CMP-001,trt,BRD-K99433989-001-02-9,2.4503,5.0,DMSO,K99433989,BRD-K99433989-001-02-9,SAG,smoothened receptor agonist,BR00122248,P04,9,2999,2999,2999,2999,2023_05_17_Batch3,0.13608639136086392,0.38888888888888884
364,S-C-7314-04-CMP-001,trt,BRD-K66401437-001-03-3,2.8303,5.0,DMSO,K66401437,BRD-K66401437-001-03-3,THZ1,CDK inhibitor,BR00122248,P05,9,84,84,84,84,2023_05_17_Batch3,9.999000099990002e-05,1.0
365,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122248,P06,9,3394,3394,3394,3394,2023_05_17_Batch3,9.999000099990002e-05,
366,S-C-7314-04-CMP-001,trt,BRD-K82941592-238-06-9,2.6182,5.0,DMSO,K82941592,BRD-K82941592-238-03-7,rosuvastatin,HMGCR inhibitor,BR00122248,P07,9,3046,3046,3046,3046,2023_05_17_Batch3,0.103989601039896,0.42424242424242425
367,S-C-7314-04-CMP-001,trt,BRD-K72898849-001-03-9,2.5469,5.0,DMSO,K72898849,BRD-K72898849-001-01-8,BLU9931,FGFR inhibitor,BR00122248,P08,9,2126,2126,2126,2126,2023_05_17_Batch3,9.999000099990002e-05,1.0
368,S-C-7314-04-CMP-001,trt,BRD-K69023402-001-03-3,0.2167,0.333,DMSO,K69023402,BRD-K69023402-001-07-4,Thapsigargin,ER stressor (SERCA inhibitor),BR00122248,P09,9,253,253,253,253,2023_05_17_Batch3,9.999000099990002e-05,1.0
369,S-C-7314-04-CMP-001,trt,BRD-K28936863-051-14-0,2.1275,5.0,DMSO,K28936863,BRD-K28936863-051-32-2,ketotifen,phosphodiesterase inhibitor,BR00122248,P10,9,3254,3254,3254,3254,2023_05_17_Batch3,0.7536246375362464,0.11944444444444445
370,S-C-7314-04-CMP-001,trt,BRD-K70642949-001-06-9,2.313,5.0,DMSO,K70642949,BRD-K70642949-001-04-5,GSK2334470,phosphoinositide dependent kinase inhibitor,BR00122248,P11,9,2398,2398,2398,2398,2023_05_17_Batch3,9.999000099990002e-05,1.0
371,S-C-7314-04-CMP-001,trt,BRD-K85776940-001-01-9,1.983,5.0,DMSO,K85776940,BRD-K85776940-001-01-9,delta-Tocotrienol,HMGCR inhibitor,BR00122248,P12,9,3175,3175,3175,3175,2023_05_17_Batch3,0.827917208279172,0.10854700854700855
372,S-C-7314-04-CMP-001,trt,BRD-K75009076-001-04-9,1.8813,5.0,DMSO,K75009076,BRD-K75009076-001-02-1,SCH-900776,CHK inhibitor,BR00122248,P13,9,594,594,594,594,2023_05_17_Batch3,9.999000099990002e-05,1.0
373,S-C-7314-04-CMP-001,trt,BRD-K53665955-001-05-9,2.3097,5.0,DMSO,K53665955,BRD-K53665955-001-03-0,MK-5108,Aurora kinase inhibitor,BR00122248,P14,9,2319,2319,2319,2319,2023_05_17_Batch3,0.0580941905809419,0.4777777777777777
374,S-C-7314-04-CMP-001,trt,BRD-K62391742-001-19-9,4.3422,5.0,DMSO,K62391742,BRD-K62391742-001-03-0,venetoclax,BCL inhibitor,BR00122248,P15,9,3199,3199,3199,3199,2023_05_17_Batch3,0.0018998100189981002,0.8055555555555555
375,S-C-7314-04-CMP-001,trt,BRD-K13606314-001-02-9,1.7411,5.0,DMSO,K13606314,BRD-K13606314-001-01-3,P5091,ubiquitin specific protease inhibitor,BR00122248,P16,9,3000,3000,3000,3000,2023_05_17_Batch3,0.15198480151984803,0.3416666666666666
376,S-C-7314-04-CMP-001,trt,BRD-K17953061-001-05-1,0.012596,0.027,DMSO,K17953061,BRD-K17953061-001-14-3,Staurosporine,Apoptosis inducer (ATP-competitive kinase inhibitor),BR00122248,P17,9,802,802,802,802,2023_05_17_Batch3,9.999000099990002e-05,1.0
377,S-C-7314-04-CMP-001,trt,BRD-K21728777-001-03-9,2.5179,5.0,DMSO,K21728777,BRD-K21728777-001-02-3,AMG900,Aurora kinase inhibitor,BR00122248,P18,9,885,885,885,885,2023_05_17_Batch3,9.999000099990002e-05,1.0
378,S-C-7314-04-CMP-001,trt,BRD-K85606544-001-07-5,2.7852,5.0,DMSO,K85606544,BRD-K85606544-001-09-1,neratinib,EGFR inhibitor,BR00122248,P19,9,1594,1594,1594,1594,2023_05_17_Batch3,0.0005999400059994001,0.8666666666666667
379,S-C-7314-04-CMP-001,trt,BRD-K63631219-001-01-6,1.1784,5.0,DMSO,K63631219,BRD-K63631219-001-01-6,quazinone,phosphodiesterase inhibitor,BR00122248,P20,9,3428,3428,3428,3428,2023_05_17_Batch3,0.6416358364163584,0.13607085346215783
380,S-C-7314-04-CMP-001,trt,BRD-K13094524-001-10-9,1.7369,5.0,DMSO,K13094524,BRD-K13094524-001-04-2,PFI-1,bromodomain inhibitor,BR00122248,P21,9,3094,3094,3094,3094,2023_05_17_Batch3,9.999000099990002e-05,1.0
381,S-C-7314-04-CMP-001,trt,BRD-K82941592-238-06-9,2.6182,5.0,DMSO,K82941592,BRD-K82941592-238-03-7,rosuvastatin,HMGCR inhibitor,BR00122248,P22,9,3041,3041,3041,3041,2023_05_17_Batch3,0.19458054194580543,0.2888888888888889
382,S-C-7314-04-CMP-001,negcon,,,,DMSO,,,,,BR00122248,P23,9,3336,3336,3336,3336,2023_05_17_Batch3,9.999000099990002e-05,
383,S-C-7314-04-CMP-001,trt,BRD-K36234266-001-10-6,1.0702,5.0,DMSO,K36234266,BRD-K36234266-001-09-8,carmustine,DNA inhibitor,BR00122248,P24,9,2996,2996,2996,2996,2023_05_17_Batch3,0.6221377862213778,0.1393097643097643
